Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;13;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;713;4635;56,9411254969542;
Dijkstra;13;WithPattern;Octile;IfAtMostOneObstacle;Yes;723;4635;56,9411254969542;
Dijkstra;13;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;715;4635;56,9411254969542;
A* (A Star);14;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1;210;84,1959594928933;
A* (A Star);14;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;7;387;84,1959594928933;
A* (A Star);14;WithPattern;Octile;IfAtMostOneObstacle;Yes;2;280;84,1959594928932;
A* (A Star);14;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;65;1378;84,1959594928932;
Best First Search;14;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1;211;87,2670273047587;
Best First Search;14;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;211;87,2670273047587;
Best First Search;14;WithPattern;Octile;IfAtMostOneObstacle;Yes;1;211;87,2670273047587;
Best First Search;14;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;1;207;85,0243866176394;
IDA* (IDA Star);14;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;85,0243866176394;
IDA* (IDA Star);14;WithPattern;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);14;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;0;85,0243866176394;
IDA* (IDA Star);14;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;14;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;567;4268;84,1959594928932;
Dijkstra;14;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;569;4268;84,1959594928932;
Dijkstra;14;WithPattern;Octile;IfAtMostOneObstacle;Yes;581;4268;84,1959594928932;
Dijkstra;14;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;567;4268;84,1959594928932;
A* (A Star);15;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1;210;84,1959594928933;
A* (A Star);15;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;7;387;84,1959594928933;
A* (A Star);15;WithPattern;Octile;IfAtMostOneObstacle;Yes;5;280;84,1959594928932;
A* (A Star);15;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;64;1378;84,1959594928932;
Best First Search;15;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1;211;87,2670273047587;
Best First Search;15;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;211;87,2670273047587;
Best First Search;15;WithPattern;Octile;IfAtMostOneObstacle;Yes;1;211;87,2670273047587;
Best First Search;15;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;1;207;85,0243866176394;
